city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,34,2,1,0,10,acept,not furnished,300,"2,200",15,28,"2,543"
1,350,3,5,3,-,acept,not furnished,0,"12,000","1,250",181,"13,430"
1,45,1,1,1,18,not acept,furnished,"2,200","4,500",334,58,"7,092"
1,120,3,2,1,1,not acept,not furnished,870,"2,500",160,32,"3,562"
0,45,1,1,1,4,not acept,not furnished,417,850,140,11,"1,418"
1,26,1,1,0,-,not acept,not furnished,0,900,10,12,922
1,137,4,1,1,4,not acept,furnished,435,"3,000",5,22,"3,462"
1,200,2,2,1,-,acept,not furnished,0,"2,000",1,31,"2,032"
1,20,1,1,0,6,acept,furnished,602,"1,800",130,23,"2,555"
1,163,3,3,3,8,acept,furnished,"1,532","2,550",417,33,"4,532"
1,32,1,1,1,8,not acept,not furnished,597,"2,088",0,7,"2,692"
1,45,1,1,1,7,acept,not furnished,695,"1,700",170,22,"2,587"
1,147,3,2,0,9,not acept,furnished,"1,500","4,250",0,54,"5,804"
1,260,3,2,1,-,not acept,not furnished,0,"3,000",334,46,"3,380"
1,36,1,1,1,8,acept,furnished,600,"3,400",80,44,"4,124"
1,20,1,1,0,3,acept,furnished,602,"1,800",130,23,"2,555"
1,112,1,2,2,7,acept,furnished,0,"8,389",0,107,"8,496"
1,35,1,1,0,9,acept,furnished,450,"1,300",40,17,"1,807"
1,280,3,4,2,-,acept,not furnished,0,"2,590",310,39,"2,939"
1,137,2,2,1,-,not acept,not furnished,0,"4,600",410,70,"5,080"
1,120,3,3,1,4,acept,not furnished,"1,015","3,070",0,39,"4,124"
1,62,3,1,1,7,not acept,not furnished,400,"1,600",25,21,"2,046"
1,70,2,2,0,-,acept,not furnished,0,"1,980",0,30,"2,010"
1,78,3,2,2,10,acept,not furnished,650,"2,400",117,31,"3,198"
1,39,1,1,1,24,not acept,furnished,600,"4,200",125,54,"4,979"
0,90,3,3,2,4,acept,not furnished,740,"1,350",78,18,"2,186"
1,121,2,3,1,20,acept,not furnished,825,"2,560",170,33,"3,588"
1,97,3,3,2,7,acept,not furnished,"1,058","2,500",275,32,"3,865"
1,130,2,2,2,-,acept,not furnished,0,"3,500",448,53,"4,001"
0,46,2,1,1,4,acept,not furnished,250,"1,250",0,16,"1,516"
1,93,2,2,2,2,acept,furnished,"1,166","5,500",325,70,"7,061"
1,70,2,2,0,1,acept,not furnished,280,"1,000",138,13,"1,431"
1,100,2,1,1,-,acept,not furnished,0,"1,900",84,29,"2,013"
1,64,1,2,1,3,acept,not furnished,763,"2,603",101,16,"3,483"
1,84,2,2,0,12,acept,not furnished,747,"1,500",0,20,"2,267"
1,146,3,5,3,17,not acept,furnished,"1,400","9,000",0,115,"10,520"
1,110,3,2,1,1,acept,not furnished,"1,000","5,500",25,70,"6,595"
1,80,1,2,1,10,acept,furnished,"1,000","4,000",109,51,"5,160"
1,280,3,4,4,4,acept,not furnished,"5,000","15,000","1,500",191,"21,690"
1,180,4,3,2,5,acept,not furnished,"2,650","5,500",667,70,"8,887"
1,20,1,1,0,2,not acept,furnished,150,"3,142",67,40,"3,399"
1,70,3,1,1,9,acept,not furnished,"1,000","2,500",0,32,"3,532"
1,54,1,1,1,13,not acept,not furnished,"1,484","4,130",250,53,"5,917"
1,469,4,5,4,12,acept,not furnished,"5,706","15,000","2,260",191,"23,160"
0,240,3,4,4,1,acept,not furnished,"2,800","7,000",0,89,"9,889"
1,141,3,2,2,11,acept,not furnished,"2,200","6,900",450,88,"9,638"
1,70,2,1,0,1,acept,not furnished,0,"1,600",0,21,"1,621"
1,58,1,2,1,14,acept,furnished,920,"5,800",200,74,"6,994"
1,160,3,2,2,2,acept,not furnished,"1,700","3,599",490,46,"5,835"
0,348,3,3,3,-,acept,not furnished,0,"6,000",350,91,"6,441"
1,68,2,1,1,1,acept,not furnished,"1,064","1,200",0,16,"2,280"
0,58,2,2,2,8,not acept,furnished,347,"3,500",0,45,"3,892"
1,138,2,3,2,9,acept,furnished,"2,082","2,180",606,28,"4,896"
1,55,1,1,1,11,not acept,not furnished,696,"2,200",148,28,"3,072"
0,170,3,2,2,-,acept,not furnished,Incluso,"2,300",98,35,"2,433"
1,400,3,7,4,-,acept,not furnished,"3,000","20,000",84,254,"23,340"
0,188,5,4,0,-,acept,not furnished,0,"4,000",178,61,"4,239"
1,240,3,4,2,-,acept,not furnished,1,"8,200",625,124,"8,950"
1,23,1,1,0,23,acept,not furnished,392,"2,100",41,27,"2,560"
1,48,1,2,1,2,acept,furnished,750,"3,857",0,13,"4,620"
0,380,3,5,4,-,acept,not furnished,0,"3,800",459,58,"4,317"
1,58,2,2,1,12,not acept,furnished,928,"4,000",256,51,"5,235"
1,200,2,1,1,-,acept,not furnished,0,"2,450",200,37,"2,687"
1,70,2,1,1,7,acept,furnished,"2,065","3,300",211,42,"5,618"
1,126,2,2,1,-,acept,not furnished,0,"2,500",0,38,"2,538"
1,218,3,4,2,6,not acept,not furnished,"1,800","7,800",334,99,"10,030"
0,190,4,4,2,14,acept,not furnished,900,"3,200",192,15,"4,307"
0,64,1,2,1,11,not acept,not furnished,930,"1,540",68,20,"2,558"
1,420,4,4,4,7,acept,not furnished,"6,000","12,000","2,000",153,"20,150"
1,42,1,1,0,6,acept,furnished,345,"1,800",0,23,"2,168"
0,284,4,3,4,-,acept,furnished,"1,500","6,000",405,91,"7,996"
1,108,3,2,2,2,acept,not furnished,980,"2,200",195,28,"3,403"
1,95,2,1,1,-,acept,not furnished,0,"2,900",0,44,"2,944"
1,217,2,3,3,5,acept,furnished,"2,500","6,000","1,000",77,"9,577"
1,190,3,3,2,10,not acept,not furnished,"2,800","9,000",888,115,"12,800"
0,150,2,2,1,-,acept,not furnished,0,"1,060",167,16,"1,243"
1,75,1,2,0,4,acept,not furnished,260,"2,100",0,27,"2,387"
1,40,1,1,0,-,not acept,not furnished,0,780,17,12,809
1,110,2,1,1,2,acept,not furnished,"1,200","3,000",137,39,"4,376"
1,139,4,5,2,6,not acept,not furnished,"1,500","10,000",584,127,"12,210"
1,30,1,1,0,12,acept,furnished,350,"3,400",0,44,"3,794"
1,58,2,1,1,9,acept,not furnished,397,"1,800",0,23,"2,220"
1,150,3,4,2,-,acept,not furnished,125,"2,750",159,42,"3,076"
1,131,4,4,3,1,not acept,furnished,"2,100","6,000",798,77,"8,975"
1,18,1,1,0,-,acept,not furnished,0,"1,720",0,22,"1,742"
1,80,2,1,1,6,acept,not furnished,400,"1,500",0,20,"1,920"
1,144,3,4,3,4,acept,furnished,856,"7,200",589,92,"8,737"
1,85,2,1,0,4,acept,not furnished,510,"1,617",67,21,"2,215"
1,76,2,2,1,2,acept,not furnished,900,"3,410",272,44,"4,626"
1,370,5,3,4,-,acept,not furnished,0,"8,500",492,128,"9,120"
0,100,2,1,0,16,acept,not furnished,550,900,61,12,"1,523"
1,260,3,5,0,-,acept,not furnished,0,"9,000",634,136,"9,770"
1,220,3,4,2,-,acept,not furnished,400,"15,000",834,226,"16,460"
1,273,3,3,1,5,acept,not furnished,"1,880","5,000",778,64,"7,722"
1,107,3,2,1,12,not acept,not furnished,"1,040","5,800",386,74,"7,300"
1,34,2,1,0,10,acept,not furnished,300,"2,200",15,28,"2,543"
1,80,2,1,0,-,acept,furnished,0,"4,892",0,74,"4,966"
1,550,4,5,0,1,acept,not furnished,"2,700","8,800",0,112,"11,610"
1,60,3,3,2,-,acept,not furnished,0,"2,700",273,41,"3,014"
1,45,2,1,1,24,acept,not furnished,545,"1,850",104,24,"2,523"
1,170,4,2,3,-,acept,not furnished,0,"2,550",0,39,"2,589"
1,200,3,4,3,18,acept,furnished,"2,350","6,200","1,084",79,"9,713"
0,70,2,1,1,15,not acept,furnished,350,"2,250",78,29,"2,707"
1,77,2,2,1,5,acept,not furnished,998,"1,950",213,25,"3,186"
1,270,4,4,4,11,acept,furnished,"2,800","15,000",100,191,"18,090"
1,339,4,5,4,13,acept,furnished,"2,800","15,000","1,440",191,"19,430"
1,50,1,1,0,-,acept,not furnished,0,"1,100",0,17,"1,117"
1,104,2,2,0,3,acept,furnished,756,"2,200",0,28,"2,984"
1,68,2,2,1,19,not acept,furnished,710,"6,700",225,85,"7,720"
1,240,4,4,3,4,acept,not furnished,"8,000","2,000","2,000",26,"12,030"
1,45,1,1,1,14,not acept,furnished,"2,200","2,300",167,30,"4,697"
1,189,4,3,3,3,acept,not furnished,"3,434","4,500","1,334",58,"9,326"
1,43,1,1,0,6,acept,not furnished,219,"1,472",42,6,"1,739"
1,35,1,1,1,1,acept,not furnished,0,"1,010",30,13,"1,053"
1,200,3,3,2,-,acept,not furnished,0,"8,000",292,121,"8,413"
1,250,3,5,8,-,acept,furnished,0,"6,000",7,91,"6,098"
1,400,4,6,3,-,acept,not furnished,0,"7,225",163,109,"7,497"
1,45,1,1,1,1,not acept,furnished,"3,000","5,520",0,70,"8,590"
1,22,1,1,1,25,acept,not furnished,471,"2,200",55,28,"2,754"
1,180,3,3,2,4,acept,not furnished,"2,100","8,000",413,102,"10,620"
1,486,4,6,5,8,not acept,not furnished,"4,614","4,861","3,772",62,"13,310"
1,72,3,2,2,7,acept,not furnished,720,"2,312",0,8,"3,040"
1,830,2,2,2,-,acept,not furnished,0,"2,001",159,31,"2,191"
1,52,1,1,1,1,acept,furnished,410,"4,667",64,60,"5,201"
1,90,1,1,0,11,not acept,not furnished,300,"2,066",0,27,"2,393"
0,165,3,2,1,1,acept,not furnished,"1,100","1,800",294,23,"3,217"
1,71,2,2,1,4,acept,not furnished,730,"1,250",35,16,"2,031"
1,65,2,2,2,6,acept,not furnished,717,"2,000",0,26,"2,743"
0,260,3,5,5,-,acept,not furnished,"1,700","7,600",584,115,"9,999"
1,140,2,1,0,8,acept,not furnished,"1,300","4,500",0,58,"5,858"
1,200,3,2,3,14,acept,furnished,"3,000","8,000",667,102,"11,770"
1,204,3,2,2,2,acept,not furnished,"3,550","7,000",764,89,"11,400"
1,96,3,1,2,1,acept,not furnished,600,"1,847",15,24,"2,486"
1,136,3,4,3,4,not acept,not furnished,"1,546","3,500",350,45,"5,441"
1,156,3,2,1,-,acept,not furnished,Sem info,"6,400",59,97,"6,556"
0,98,1,1,1,5,acept,not furnished,730,"2,800",152,36,"3,718"
1,150,3,3,3,-,acept,not furnished,100,"4,600",234,70,"5,004"
1,200,3,3,5,-,acept,not furnished,0,"14,000",834,211,"15,050"
1,31,2,1,0,2,acept,not furnished,0,"1,040",0,14,"1,054"
1,136,3,2,2,13,acept,furnished,"1,259","15,000",374,191,"16,820"
1,440,4,4,4,11,acept,furnished,"4,985","10,200","2,849",130,"18,160"
1,110,3,3,1,9,not acept,not furnished,"1,000","3,000",84,39,"4,123"
1,347,5,5,4,-,acept,not furnished,0,"7,000",500,106,"7,606"
1,98,3,2,1,5,acept,furnished,"1,520","2,400",0,31,"3,951"
1,600,3,3,3,9,acept,not furnished,"6,826","15,000","2,860",191,"24,880"
1,53,2,2,1,10,not acept,furnished,579,"3,000",89,39,"3,707"
0,58,1,2,2,2,acept,not furnished,630,"1,450",67,19,"2,166"
1,162,2,2,3,6,acept,furnished,"1,500","15,000",609,191,"17,300"
1,50,1,1,1,20,not acept,furnished,781,"5,300",212,68,"6,361"
1,230,5,3,2,-,acept,furnished,0,"3,491",291,53,"3,835"
1,93,3,4,2,6,acept,furnished,"1,000","2,800",257,36,"4,093"
1,93,1,3,1,4,not acept,not furnished,"1,040","3,500",33,45,"4,618"
1,20,1,1,0,6,acept,furnished,602,"1,800",130,23,"2,555"
1,150,3,2,0,-,acept,not furnished,0,"2,500",150,38,"2,688"
1,182,3,5,3,10,acept,not furnished,"3,600","4,900",875,63,"9,438"
1,48,1,1,1,2,acept,not furnished,625,"1,797",Incluso,18,"2,440"
1,98,3,2,2,10,acept,not furnished,900,"4,500",0,58,"5,458"
1,197,3,4,1,10,acept,not furnished,"2,665","4,500",459,58,"7,682"
1,114,4,4,2,6,acept,not furnished,"1,115","2,790",321,36,"4,262"
1,70,2,1,0,1,acept,not furnished,300,"1,300",53,17,"1,670"
1,240,5,2,3,-,not acept,not furnished,0,"6,500",290,98,"6,888"
1,55,1,1,0,1,acept,not furnished,0,"1,100",0,8,"1,108"
1,90,3,3,1,-,acept,not furnished,0,"2,600",11,40,"2,651"
1,106,3,2,1,14,acept,furnished,"1,030","10,000",145,127,"11,300"
1,250,3,4,2,1,not acept,not furnished,"2,400","7,000",42,89,"9,531"
1,168,3,2,4,-,not acept,not furnished,600,"3,500",317,53,"4,470"
1,150,3,2,1,8,acept,not furnished,"1,172","4,800",0,61,"6,033"
1,350,3,3,3,-,not acept,not furnished,0,"10,000","1,292",151,"11,440"
1,23,1,1,1,12,acept,furnished,600,"2,800",99,36,"3,535"
1,290,4,4,2,6,acept,furnished,"3,200","7,800",584,99,"11,680"
1,160,4,3,0,1,acept,furnished,"1,172","2,300",59,30,"3,561"
1,12,1,1,0,-,not acept,not furnished,0,"1,050",50,14,"1,114"
1,280,3,4,2,-,acept,furnished,"8,000","8,000",667,121,"16,790"
1,107,3,3,2,3,acept,not furnished,"1,600","4,500",417,58,"6,575"
1,25,1,1,0,-,not acept,furnished,0,"1,750",0,23,"1,773"
1,37,1,1,0,1,acept,not furnished,0,"1,400",0,18,"1,418"
1,157,4,3,2,-,acept,not furnished,0,"6,608",492,100,"7,200"
1,71,2,3,2,13,not acept,not furnished,500,"3,700",50,47,"4,297"
1,130,4,3,2,13,acept,not furnished,"1,180","2,500",334,32,"4,046"
1,300,3,4,7,-,not acept,not furnished,0,"4,340",550,66,"4,956"
1,525,5,4,4,-,acept,not furnished,0,"8,330","2,167",126,"10,620"
1,94,3,3,2,1,acept,not furnished,750,"2,433",0,31,"3,593"
1,240,4,2,6,-,not acept,furnished,0,"4,675",381,71,"5,127"
1,400,3,3,4,-,acept,not furnished,0,"3,790",160,57,"4,007"
1,228,3,4,3,6,acept,furnished,"3,500","14,000","1,000",178,"18,680"
1,395,4,4,3,16,acept,furnished,"2,137","15,000",834,191,"18,160"
1,227,4,4,3,6,acept,not furnished,"4,000","9,000","1,417",115,"14,530"
1,685,4,3,5,11,acept,not furnished,"3,960","13,000","3,120",165,"20,250"
0,297,4,6,2,3,acept,not furnished,"2,800","2,800",433,36,"6,069"
1,145,3,3,1,1,acept,not furnished,"1,225","5,800",375,74,"7,474"
0,180,3,4,4,-,acept,not furnished,0,"3,230",250,49,"3,529"
0,269,4,5,0,12,acept,not furnished,"3,000","5,100",963,65,"9,128"
1,270,3,3,3,16,acept,not furnished,"2,800","13,000",959,165,"16,920"
1,390,3,4,4,10,not acept,not furnished,"2,710","9,000","2,682",115,"14,510"
1,200,2,5,2,2,not acept,furnished,"2,448","15,000",937,191,"18,580"
1,330,5,4,2,-,acept,furnished,0,"7,650",720,115,"8,485"
1,66,1,1,1,4,not acept,not furnished,"2,077","1,600",349,21,"4,047"
1,290,5,3,3,6,acept,not furnished,"3,800","4,100","1,435",52,"9,387"
1,45,1,1,0,-,not acept,not furnished,700,"1,500",0,20,"2,220"
1,98,2,2,0,5,not acept,furnished,890,"4,500",34,58,"5,482"
1,160,2,1,0,12,not acept,not furnished,"1,200","2,400",0,31,"3,631"
1,80,2,1,1,13,not acept,not furnished,937,"2,900",84,37,"3,958"
1,160,2,3,2,21,not acept,furnished,"2,200","12,000",605,153,"14,960"
1,118,3,2,2,4,acept,not furnished,"1,520","8,950",402,114,"10,990"
1,230,4,3,2,1,acept,not furnished,"2,300","12,200",542,155,"15,200"
0,650,4,6,4,-,acept,not furnished,760,"13,000","1,042",196,"15,000"
1,147,3,3,3,5,acept,furnished,"2,000","12,000","1,000",153,"15,150"
1,138,3,1,0,-,acept,not furnished,0,"3,500",445,53,"3,998"
1,102,2,2,2,-,acept,not furnished,0,"3,500",248,53,"3,801"
0,57,2,1,1,5,acept,furnished,393,"1,850",72,24,"2,339"
1,36,1,1,1,15,acept,furnished,750,"3,328",125,14,"4,217"
1,248,3,4,4,2,acept,not furnished,"3,163","14,000",966,178,"18,310"
1,190,4,2,3,-,acept,not furnished,0,"8,000",525,121,"8,646"
0,60,2,1,1,3,acept,not furnished,200,"1,299",84,17,"1,600"
1,309,4,7,8,-,acept,not furnished,0,"10,000","1,167",151,"11,320"
1,884,5,7,6,8,acept,not furnished,"9,000","12,750","5,917",162,"27,830"
0,40,1,1,0,4,acept,not furnished,420,500,17,7,944
1,80,2,2,1,-,acept,furnished,Sem info,"1,600",25,25,"1,650"
1,200,4,5,4,16,acept,not furnished,"2,607","10,000","1,150",127,"13,880"
1,60,1,1,1,-,acept,not furnished,0,"1,500",100,23,"1,623"
1,180,2,3,2,-,acept,not furnished,0,"3,150",301,48,"3,499"
1,213,4,4,3,17,acept,not furnished,"2,600","6,500","1,157",83,"10,340"
1,190,3,2,1,6,acept,not furnished,"3,040","6,800",56,87,"9,983"
0,205,3,2,4,-,acept,not furnished,0,"2,570",57,39,"2,666"
1,126,3,4,1,3,acept,not furnished,"1,980","4,000",309,51,"6,340"
1,260,4,4,6,22,acept,furnished,"2,480","5,500","1,167",70,"9,217"
0,66,1,1,1,2,acept,furnished,900,"5,000",62,64,"6,026"
1,900,4,9,8,1,acept,not furnished,0,"15,000","5,700",226,"20,930"
1,380,4,3,3,11,acept,not furnished,"3,500","5,800","1,600",74,"10,970"
1,146,3,3,2,9,acept,not furnished,"1,200","2,000",292,26,"3,518"
0,53,1,1,1,13,acept,not furnished,494,650,34,9,"1,187"
1,326,3,4,5,12,acept,furnished,"3,600","15,000","3,000",191,"21,790"
1,230,3,2,0,1,acept,not furnished,0,"2,500",500,32,"3,032"
1,123,3,3,2,3,not acept,furnished,"1,527","3,400",334,44,"5,305"
1,30,1,1,0,7,not acept,not furnished,545,"1,350",39,18,"1,952"
1,60,2,1,0,-,not acept,not furnished,0,"1,100",50,17,"1,167"
1,200,2,2,1,10,acept,furnished,"2,700","9,500",600,121,"12,920"
1,315,3,4,5,14,not acept,furnished,"1,500","15,000","1,000",191,"17,690"
1,55,2,1,0,-,acept,not furnished,380,"1,350",0,18,"1,748"
1,70,2,1,0,1,acept,not furnished,0,"2,448",159,32,"2,639"
0,49,2,1,1,5,acept,not furnished,273,"1,010",0,13,"1,296"
1,18,1,1,0,8,acept,not furnished,400,"1,130",30,15,"1,575"
1,100,3,3,4,-,acept,not furnished,Incluso,"2,500",146,38,"2,684"
1,61,2,1,0,5,acept,not furnished,715,"3,050",0,39,"3,804"
1,79,2,3,2,15,acept,not furnished,768,"3,200",268,41,"4,277"
1,73,2,2,1,11,acept,not furnished,700,"1,250",150,16,"2,116"
1,30,1,1,0,1,acept,not furnished,0,"1,550",21,20,"1,591"
1,61,2,1,0,3,acept,not furnished,240,"1,841",0,24,"2,105"
1,34,1,1,1,1,not acept,furnished,Incluso,"2,890",0,37,"2,927"
0,50,2,1,1,3,acept,not furnished,613,"1,000",20,13,"1,646"
1,100,2,2,1,-,not acept,not furnished,0,"1,750",140,27,"1,917"
1,55,1,1,1,14,not acept,furnished,"1,000","4,950",225,63,"6,238"
1,100,2,3,1,2,acept,furnished,"1,260","3,973",267,51,"5,551"
1,110,3,2,2,2,acept,not furnished,"1,145","2,400",247,31,"3,823"
0,40,2,1,1,3,acept,not furnished,320,"1,200",70,16,"1,606"
0,223,3,5,2,2,acept,not furnished,"1,400","3,300",290,42,"5,032"
1,384,4,6,4,3,not acept,furnished,"3,500","15,000",344,191,"19,040"
1,418,2,4,3,17,not acept,not furnished,"5,274","6,875",117,88,"12,350"
1,380,4,1,0,-,acept,not furnished,0,"2,890",150,25,"3,065"
1,225,4,3,2,-,acept,furnished,0,"4,400",290,67,"4,757"
1,40,1,1,0,-,not acept,not furnished,0,850,0,11,861
1,74,2,2,2,7,acept,not furnished,"1,100","3,400",163,44,"4,707"
1,185,3,3,2,9,acept,not furnished,Sem info,"12,000",0,153,"12,150"
0,70,2,2,0,5,not acept,not furnished,0,"1,000",62,16,"1,078"
1,150,3,2,2,2,acept,not furnished,"1,181","2,000",384,26,"3,591"
1,150,3,3,8,-,acept,not furnished,0,"8,000","1,084",121,"9,205"
1,25,1,1,0,1,not acept,not furnished,350,750,57,10,"1,167"
1,320,5,4,4,-,acept,furnished,0,"14,650",960,221,"15,830"
1,328,3,4,4,18,acept,furnished,"1,382","6,000",800,77,"8,259"
1,179,4,4,3,8,acept,furnished,"1,100","8,500",751,108,"10,460"
1,62,2,2,2,4,acept,not furnished,900,"2,290",284,30,"3,504"
1,210,3,4,4,4,acept,not furnished,"2,600","15,000","1,334",191,"19,130"
1,75,2,2,0,1,not acept,not furnished,750,"2,125",146,27,"3,048"
0,76,2,2,2,9,acept,furnished,679,"3,100",146,40,"3,965"
1,146,3,3,2,3,acept,furnished,"1,600","6,500",417,83,"8,600"
1,55,2,2,1,4,acept,not furnished,380,"1,850",0,24,"2,254"
1,165,4,4,4,1,acept,not furnished,"1,400","5,700",834,73,"8,007"
0,96,3,2,2,6,acept,furnished,750,"3,600",138,46,"4,534"
1,300,3,3,8,-,acept,furnished,Sem info,"4,000",350,61,"4,411"
1,287,3,2,5,-,acept,not furnished,0,"15,000",0,226,"15,230"
1,35,1,1,0,7,not acept,not furnished,465,"1,200",0,16,"1,681"
1,23,1,1,0,13,acept,not furnished,231,"2,500",0,32,"2,763"
1,25,1,1,0,4,not acept,furnished,290,"2,000",130,26,"2,446"
1,140,3,2,0,8,acept,furnished,"2,500","1,799",375,23,"4,697"
0,147,3,2,3,11,acept,not furnished,"1,425","1,620",184,21,"3,250"
1,90,2,1,0,1,acept,not furnished,0,"1,500",101,20,"1,621"
1,224,4,5,3,12,acept,not furnished,"9,500","9,500","1,650",121,"20,770"
0,170,3,2,2,-,acept,not furnished,0,"1,800",41,28,"1,869"
1,126,3,4,3,99,acept,not furnished,"1,570","13,000",429,165,"15,160"
1,72,2,2,1,18,not acept,furnished,800,"7,500",225,96,"8,621"
1,45,1,1,1,2,acept,furnished,460,"2,532",Incluso,9,"3,005"
1,45,1,1,1,8,acept,not furnished,694,"1,800",172,23,"2,689"
1,100,3,2,2,6,not acept,not furnished,"1,200","2,000",0,26,"3,226"
1,152,2,2,1,3,acept,furnished,"1,000","15,000",250,191,"16,440"
1,40,1,1,1,12,acept,not furnished,300,"3,470",70,44,"3,884"
1,200,3,2,1,8,acept,not furnished,"1,500","8,000",42,102,"9,644"
1,310,3,3,2,16,not acept,not furnished,"2,720","15,000",846,191,"18,760"
1,20,1,1,0,5,not acept,furnished,420,"1,700",45,22,"2,187"
1,200,3,2,2,8,acept,not furnished,"1,626","3,000",0,39,"4,665"
1,76,1,2,1,4,acept,furnished,"1,180","4,200",30,54,"5,464"
1,20,1,1,0,3,not acept,furnished,300,600,40,8,948
1,200,4,3,3,-,acept,not furnished,0,"3,800",834,58,"4,692"
1,54,2,1,0,7,acept,not furnished,535,"2,001",0,26,"2,562"
1,100,1,1,2,8,acept,furnished,990,"4,200",284,54,"5,528"
1,90,3,2,0,9,not acept,not furnished,900,"2,100",84,27,"3,111"
1,300,3,3,4,-,acept,not furnished,0,"9,000",650,136,"9,786"
1,70,2,1,1,7,acept,not furnished,780,"1,300",121,17,"2,218"
1,60,2,1,0,-,acept,not furnished,0,"1,380",21,21,"1,422"
1,100,2,2,2,-,acept,furnished,0,"3,900",34,59,"3,993"
1,270,3,4,2,11,acept,not furnished,"3,158","15,000","1,100",191,"19,450"
1,90,3,1,1,2,not acept,not furnished,600,"2,400",0,31,"3,031"
1,220,3,4,4,2,acept,not furnished,"3,167","5,500","1,084",70,"9,821"
1,60,1,1,1,7,not acept,not furnished,"1,037","2,023",0,26,"3,086"
1,56,1,1,0,2,acept,furnished,0,"8,000",280,102,"8,382"
0,430,4,3,4,1,acept,not furnished,"2,880","9,000",734,115,"12,730"
1,288,3,3,3,-,acept,not furnished,0,"12,000",878,181,"13,060"
1,79,2,2,1,1,acept,furnished,600,"2,000",75,26,"2,701"
1,341,3,3,2,6,acept,not furnished,"2,600","4,400",825,56,"7,881"
1,60,2,2,1,10,acept,furnished,"1,938","3,400",300,44,"5,682"
1,300,4,4,3,-,acept,not furnished,0,"12,900",584,194,"13,680"
1,123,3,3,0,-,acept,not furnished,0,"4,000",42,61,"4,103"
1,59,2,2,1,12,acept,not furnished,360,"2,200",18,28,"2,606"
1,35,1,1,0,-,acept,not furnished,0,"1,100",3,14,"1,117"
1,42,1,1,0,-,not acept,not furnished,0,"1,600",50,25,"1,675"
1,55,1,1,1,11,acept,not furnished,"1,020","2,166",109,28,"3,323"
1,38,1,1,0,3,not acept,not furnished,200,"1,685",30,22,"1,937"
1,318,5,3,2,-,acept,furnished,0,"3,840",600,58,"4,498"
1,60,1,1,0,-,not acept,not furnished,0,"1,300",144,20,"1,464"
1,280,3,4,3,-,acept,furnished,Sem info,"8,000",500,121,"8,621"
1,195,4,3,3,7,not acept,not furnished,"2,600","10,000","1,336",127,"14,060"
1,82,2,2,1,2,acept,not furnished,"1,500","2,450",192,32,"4,174"
0,110,2,1,1,2,acept,not furnished,130,980,52,13,"1,175"
1,376,3,3,7,-,acept,not furnished,0,"8,000",834,121,"8,955"
1,139,3,3,3,3,acept,not furnished,"1,260","2,700",417,35,"4,412"
1,300,4,3,4,9,acept,not furnished,"2,400","15,000",0,191,"17,590"
1,289,3,3,2,6,not acept,not furnished,"2,850","15,000",777,191,"18,820"
1,100,2,1,2,-,acept,not furnished,0,"3,200",67,49,"3,316"
1,65,2,2,1,9,not acept,not furnished,682,"1,039",42,14,"1,777"
0,55,2,1,1,1,acept,not furnished,270,900,34,12,"1,216"
1,98,1,2,2,9,acept,not furnished,"1,241","4,000",422,51,"5,714"
1,76,3,2,0,4,acept,not furnished,780,"1,600",54,21,"2,455"
1,89,3,2,2,19,acept,not furnished,900,"6,000",184,77,"7,161"
1,155,4,3,2,16,acept,not furnished,"1,050","3,500",459,45,"5,054"
1,137,3,4,2,2,acept,not furnished,"1,300","2,200",334,28,"3,862"
1,88,2,2,2,8,acept,furnished,"1,000","4,500",134,58,"5,692"
0,102,3,3,1,9,acept,not furnished,"1,100","1,500",105,20,"2,725"
1,300,2,4,2,-,acept,furnished,0,"3,250",0,49,"3,299"
1,115,3,2,1,12,acept,not furnished,"1,363","3,000",210,39,"4,612"
1,198,3,4,2,12,acept,furnished,"2,600","11,500",667,146,"14,910"
1,57,2,2,1,8,acept,not furnished,358,"2,550",132,33,"3,073"
0,185,3,3,2,6,acept,not furnished,"1,200","2,200",100,28,"3,528"
1,62,2,1,1,1,acept,not furnished,750,"1,650",0,21,"2,421"
1,86,3,3,0,10,acept,furnished,"1,100","3,000",100,39,"4,239"
1,35,1,1,1,6,not acept,furnished,886,"1,250",90,16,"2,242"
1,144,3,2,2,8,acept,not furnished,"1,500","3,600",84,46,"5,230"
1,210,3,3,4,1,acept,not furnished,"3,100","6,500","1,400",83,"11,080"
1,294,3,6,3,-,acept,not furnished,0,"2,550",512,39,"3,101"
1,232,4,3,4,-,acept,furnished,0,"4,500",342,68,"4,910"
1,260,4,2,3,-,acept,not furnished,0,"3,850",430,58,"4,338"
1,100,5,5,2,-,not acept,not furnished,0,"4,500",382,68,"4,950"
0,280,4,3,4,-,acept,not furnished,"2,307","3,100",341,47,"5,795"
1,120,1,2,2,16,acept,furnished,"1,000","9,000",700,115,"10,820"
1,90,3,2,1,5,acept,not furnished,"1,300","3,780",292,48,"5,420"
1,500,3,3,5,-,acept,not furnished,0,"8,500",534,128,"9,162"
1,200,2,2,2,11,acept,furnished,"2,900","11,000",560,140,"14,600"
0,290,4,3,1,5,acept,not furnished,"1,350","2,600",192,33,"4,175"
1,200,5,6,4,6,acept,not furnished,"3,300","5,000","1,250",64,"9,614"
1,208,4,2,4,-,acept,not furnished,0,"4,500",282,68,"4,850"
