city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,315,3,5,2,14,not acept,not furnished,"4,300","20,000",959,254,"25,510"
1,52,1,1,1,7,acept,furnished,"1,500","3,000",292,39,"4,831"
0,120,4,2,5,-,acept,not furnished,0,"4,200",0,64,"4,264"
1,72,2,2,1,2,acept,not furnished,570,"2,174",75,28,"2,847"
1,140,2,2,2,11,not acept,furnished,"2,200","10,000",804,127,"13,130"
1,55,1,1,1,10,acept,furnished,570,"1,800",0,7,"2,377"
1,140,3,2,1,5,acept,furnished,"1,436","4,800",234,61,"6,531"
0,75,3,2,1,3,not acept,not furnished,550,"2,125",67,27,"2,769"
1,233,3,4,4,15,not acept,furnished,"3,780","4,300","2,567",55,"10,700"
1,112,3,3,2,8,not acept,not furnished,"1,222","3,500",486,45,"5,253"
1,83,2,1,1,2,acept,furnished,481,"2,600",118,33,"3,232"
1,60,1,1,1,10,acept,not furnished,786,"2,000",109,26,"2,921"
1,30,1,1,1,14,acept,furnished,350,"2,389",83,31,"2,853"
1,50,2,1,1,12,acept,not furnished,340,"1,490",0,19,"1,849"
1,46,1,1,0,14,not acept,furnished,"1,200","4,300",292,31,"5,823"
1,42,1,1,1,6,not acept,furnished,"1,100","2,649",0,8,"3,757"
0,52,2,1,1,1,acept,not furnished,245,650,0,9,904
1,380,4,4,6,-,acept,not furnished,0,"6,000",417,91,"6,508"
0,160,3,2,0,-,acept,not furnished,0,"1,650",117,25,"1,792"
1,90,2,1,0,4,not acept,not furnished,762,"2,500",54,32,"3,348"
1,30,1,1,1,5,acept,furnished,350,"3,300",0,42,"3,692"
1,219,4,4,3,21,acept,furnished,"2,100","6,500",890,83,"9,573"
1,120,2,2,2,22,not acept,furnished,"1,400","3,500",375,45,"5,320"
1,70,2,2,1,7,acept,not furnished,569,"1,900",25,25,"2,519"
1,120,4,3,3,16,acept,not furnished,"1,420","6,160",390,79,"8,049"
1,92,2,2,1,5,acept,furnished,"1,350","4,500",160,58,"6,068"
1,40,1,1,1,20,not acept,not furnished,255,"2,208",76,9,"2,548"
1,58,2,1,1,6,acept,not furnished,770,"1,800",75,23,"2,668"
1,35,1,1,1,7,acept,furnished,949,"3,900",0,50,"4,899"
0,85,1,1,1,8,acept,not furnished,564,912,0,5,"1,481"
1,170,3,3,2,-,acept,not furnished,0,"5,000",242,76,"5,318"
1,96,3,1,1,8,not acept,furnished,"1,181","2,535",247,33,"3,996"
1,42,1,1,1,27,acept,not furnished,560,"5,300",100,68,"6,028"
1,280,3,4,4,18,acept,not furnished,"2,202","3,600",854,46,"6,702"
1,44,1,1,1,6,not acept,not furnished,308,"3,300",149,42,"3,799"
1,120,3,2,2,12,acept,furnished,980,"4,000",231,51,"5,262"
1,180,2,3,2,9,acept,not furnished,"2,000","5,900",604,75,"8,579"
1,400,5,4,2,12,acept,not furnished,"2,675","2,500",832,32,"6,039"
1,22,1,1,0,26,acept,not furnished,295,"2,000",44,26,"2,365"
1,67,2,1,1,6,acept,not furnished,313,"1,200",167,16,"1,696"
1,75,3,2,2,14,acept,not furnished,658,"2,500",87,32,"3,277"
1,132,3,5,2,13,not acept,furnished,"1,630","10,990",291,140,"13,050"
1,62,2,1,1,15,not acept,furnished,490,"1,900",0,15,"2,405"
1,122,3,3,2,4,not acept,not furnished,"1,412","4,600",563,59,"6,634"
1,168,3,2,2,1,acept,not furnished,"1,634","5,500",411,70,"7,615"
1,80,2,2,1,-,not acept,not furnished,0,"1,500",184,23,"1,707"
1,27,1,1,0,19,acept,furnished,300,"1,800",0,23,"2,123"
1,50,1,1,0,-,not acept,not furnished,Sem info,"1,200",0,19,"1,219"
0,190,2,2,0,8,not acept,not furnished,"1,100","1,300",200,17,"2,617"
1,22,1,1,0,7,acept,not furnished,200,"1,650",0,21,"1,871"
0,70,1,1,1,2,acept,furnished,460,"2,350",6,30,"2,846"
1,60,1,1,0,-,acept,not furnished,0,"2,000",0,31,"2,031"
1,47,2,1,1,15,acept,furnished,500,"1,700",0,22,"2,222"
1,158,3,2,1,10,not acept,furnished,"1,310","7,150",406,91,"8,957"
1,80,2,1,1,5,not acept,not furnished,660,"2,900",0,37,"3,597"
1,245,4,3,4,8,acept,not furnished,"3,450","6,000","1,667",77,"11,190"
1,91,2,2,0,1,acept,furnished,900,"2,500",0,32,"3,432"
1,155,2,1,1,2,acept,not furnished,"1,700","4,500",510,58,"6,768"
1,140,3,3,5,8,not acept,furnished,"2,000","8,000",710,102,"10,810"
1,97,2,1,2,19,not acept,not furnished,800,"3,500",221,45,"4,566"
1,70,1,1,0,-,not acept,not furnished,0,900,0,14,914
1,177,3,3,5,1,acept,not furnished,"1,400","7,000","1,000",89,"9,489"
1,128,3,4,2,21,acept,not furnished,840,"2,980",361,38,"4,219"
0,50,2,1,0,2,not acept,not furnished,386,830,55,11,"1,282"
1,162,4,4,3,7,not acept,not furnished,"1,500","5,500",891,70,"7,961"
1,96,4,2,2,-,acept,not furnished,0,"3,950",412,60,"4,422"
1,78,3,2,1,2,acept,not furnished,945,"2,050",126,8,"3,129"
1,340,4,6,4,6,acept,not furnished,"5,500","9,600","2,167",122,"17,390"
1,76,3,2,2,5,acept,furnished,754,"4,500",205,58,"5,517"
1,380,4,5,4,4,acept,not furnished,"4,000","8,000","2,667",102,"14,770"
1,180,3,3,4,-,acept,not furnished,0,"3,700",184,56,"3,940"
1,161,2,2,3,3,acept,not furnished,"2,500","4,800","1,125",61,"8,486"
1,45,1,1,1,3,acept,furnished,"2,000","4,850",334,62,"7,246"
1,200,3,5,3,5,acept,furnished,"1,513","4,350",584,56,"6,503"
1,46,1,1,0,17,acept,not furnished,300,"1,500",0,20,"1,820"
1,50,1,1,1,8,not acept,furnished,"2,204","3,700",209,47,"6,160"
1,57,2,2,2,10,not acept,not furnished,571,"1,600",100,21,"2,292"
1,120,2,2,2,4,acept,furnished,"2,000","11,000",417,140,"13,560"
0,136,3,4,2,7,not acept,not furnished,970,"2,500",131,32,"3,633"
1,49,2,1,1,2,acept,not furnished,503,"1,200",0,16,"1,719"
1,70,2,2,1,7,not acept,not furnished,420,"2,289",0,29,"2,738"
1,68,2,2,1,5,acept,not furnished,"1,160","2,700",109,35,"4,004"
1,45,1,1,1,1,not acept,furnished,"3,000","5,520",0,70,"8,590"
0,60,3,2,1,3,not acept,not furnished,532,"1,200",49,16,"1,797"
1,120,3,2,2,-,acept,not furnished,0,"2,000",323,31,"2,354"
0,140,4,4,2,6,acept,not furnished,"1,700","3,300",330,42,"5,372"
1,151,4,3,3,-,acept,not furnished,0,"3,000",139,46,"3,185"
1,72,2,2,2,7,acept,not furnished,150,"3,700",184,47,"4,081"
1,300,4,4,6,1,acept,not furnished,550,"3,800",33,49,"4,432"
1,68,2,1,0,1,acept,not furnished,230,"1,300",0,17,"1,547"
1,380,4,2,0,-,acept,not furnished,0,"8,000",0,121,"8,121"
1,60,2,1,1,4,acept,not furnished,750,"1,841",77,7,"2,675"
0,51,3,1,1,-,acept,not furnished,246,"1,100",68,14,"1,428"
1,200,4,5,3,1,not acept,not furnished,"2,800","5,500",997,70,"9,367"
1,80,3,3,0,-,acept,furnished,0,"2,000",459,31,"2,490"
0,57,1,2,1,12,not acept,not furnished,660,650,0,9,"1,319"
1,327,5,4,5,-,acept,not furnished,0,"11,000","2,000",166,"13,170"
1,48,1,1,1,12,acept,furnished,800,"8,000","1,000",102,"9,902"
1,90,2,2,1,3,acept,not furnished,"1,000","3,000",50,39,"4,089"
1,40,1,1,1,1,not acept,furnished,"2,200","4,500",25,58,"6,783"
1,84,2,1,2,11,not acept,furnished,800,"4,000",240,51,"5,091"
1,123,3,2,2,13,not acept,not furnished,"1,293","4,673",463,18,"6,447"
1,85,2,1,1,-,acept,not furnished,0,"1,608",143,15,"1,766"
1,113,2,2,1,6,acept,not furnished,"1,000","3,000",50,39,"4,089"
1,60,2,1,1,2,acept,not furnished,782,"1,800",0,9,"2,591"
0,62,2,1,1,6,acept,not furnished,447,"1,200",76,16,"1,739"
1,138,3,4,2,18,acept,furnished,"1,500","10,000",527,127,"12,150"
1,156,3,3,3,7,acept,furnished,"1,600","8,000",628,102,"10,330"
1,280,4,3,4,-,acept,not furnished,0,"3,500",403,53,"3,956"
1,45,1,1,1,1,not acept,furnished,"3,000","5,520",0,70,"8,590"
1,180,3,4,3,8,acept,furnished,"1,050","3,000",0,39,"4,089"
1,315,4,5,5,20,not acept,not furnished,"2,500","4,000","1,000",29,"7,529"
1,117,3,3,1,20,not acept,not furnished,"1,200","7,000",217,89,"8,506"
1,60,2,3,2,6,not acept,not furnished,730,"1,100",19,14,"1,863"
1,126,3,1,2,-,acept,not furnished,0,"4,200",299,64,"4,563"
1,65,2,1,0,2,acept,not furnished,300,"1,800",49,23,"2,172"
1,280,4,4,7,-,acept,furnished,890,"4,000",278,61,"5,229"
0,76,3,1,1,2,acept,not furnished,480,"1,300",92,17,"1,889"
1,178,2,4,2,2,acept,not furnished,"2,300","7,000",891,89,"10,280"
1,20,1,1,0,4,acept,furnished,602,"1,800",130,23,"2,555"
1,400,7,7,0,-,acept,not furnished,0,"14,000","1,667",211,"15,880"
1,300,4,5,5,6,not acept,not furnished,"3,500","2,290","10,830",30,"16,650"
1,49,1,1,1,18,not acept,furnished,600,"5,400",0,69,"6,069"
1,50,2,1,0,3,acept,not furnished,0,"1,200",50,16,"1,266"
0,50,1,1,0,16,acept,not furnished,633,900,59,4,"1,596"
0,53,1,1,2,7,not acept,furnished,"1,000","2,400",67,31,"3,498"
1,200,3,3,2,12,acept,not furnished,"2,000","6,500",417,83,"9,000"
1,71,2,2,2,14,not acept,not furnished,511,"3,000",203,39,"3,753"
1,134,3,5,2,7,acept,not furnished,"1,152","4,900",0,63,"6,115"
1,250,4,4,4,14,acept,not furnished,"2,600","3,600",0,46,"6,246"
1,40,1,1,1,2,acept,not furnished,673,"1,664",0,7,"2,344"
0,60,2,1,0,1,acept,not furnished,457,"1,170",55,15,"1,697"
1,180,4,4,2,2,acept,not furnished,"2,600","2,000",584,26,"5,210"
1,68,3,1,1,16,not acept,not furnished,522,"1,600",0,7,"2,129"
1,72,2,2,1,7,not acept,not furnished,598,"1,780",0,23,"2,401"
1,182,3,2,3,12,acept,not furnished,"2,307","12,000",786,153,"15,250"
1,45,1,2,1,1,acept,not furnished,774,"3,446",167,21,"4,408"
1,300,4,3,8,-,acept,not furnished,0,"4,500",667,68,"5,235"
1,130,3,3,2,7,acept,not furnished,"1,200","3,500",342,45,"5,087"
1,132,3,2,3,4,acept,furnished,"1,400","5,500",622,70,"7,592"
1,215,3,1,1,18,acept,not furnished,"1,100","4,000",240,51,"5,391"
1,54,2,2,1,1,acept,not furnished,500,"2,418",200,31,"3,149"
1,79,2,1,0,-,acept,not furnished,0,"2,100",218,27,"2,345"
1,77,1,2,2,7,acept,furnished,"1,000","4,000",0,16,"5,016"
1,150,3,3,2,13,acept,not furnished,"1,526","3,100",309,40,"4,975"
1,310,3,3,2,11,acept,not furnished,"1,580","6,900",343,88,"8,911"
1,220,4,2,3,-,acept,furnished,0,"5,200",705,79,"5,984"
1,45,1,1,0,4,acept,not furnished,Incluso,"1,100",0,14,"1,468"
1,80,3,1,1,7,acept,not furnished,978,"2,400",105,31,"3,514"
1,36,1,1,0,4,acept,not furnished,175,"1,275",0,5,"1,455"
1,320,3,5,8,-,not acept,not furnished,0,"9,000",567,136,"9,703"
1,179,3,3,3,12,acept,furnished,"1,800","3,200",900,41,"5,941"
1,52,1,2,1,13,acept,not furnished,"1,100","5,000",210,64,"6,374"
1,190,4,4,3,11,acept,furnished,"1,780","6,900",0,88,"8,768"
1,105,3,3,1,26,not acept,not furnished,812,"2,200",0,28,"3,040"
1,70,2,2,1,15,acept,not furnished,"1,110","4,200",192,54,"5,556"
1,254,4,4,4,7,acept,not furnished,"3,366","9,000","1,800",115,"14,280"
1,200,3,2,1,5,acept,not furnished,"1,618","2,380",161,31,"4,190"
1,300,4,3,3,20,acept,furnished,"4,300","3,380","1,334",43,"9,057"
1,86,3,2,2,1,not acept,not furnished,800,"3,410",270,44,"4,524"
1,190,2,1,2,-,acept,furnished,0,"4,500",385,68,"4,953"
1,211,3,2,2,6,acept,not furnished,"2,800","11,000",483,140,"14,420"
1,38,1,1,0,1,not acept,not furnished,60,950,0,13,"1,023"
1,300,3,4,6,-,acept,not furnished,0,"3,200",167,49,"3,416"
1,108,3,2,2,5,acept,not furnished,"1,100","4,348",250,56,"5,754"
1,150,3,2,1,-,acept,not furnished,0,"4,500",110,68,"4,678"
0,58,1,1,0,9,not acept,not furnished,410,720,41,10,"1,181"
1,198,3,4,3,13,acept,furnished,"2,699","8,000",917,102,"11,720"
0,47,1,1,0,10,not acept,furnished,580,750,0,10,"1,340"
1,190,3,2,1,8,acept,furnished,"2,180","4,500",150,58,"6,888"
1,22,1,1,0,25,acept,not furnished,472,"2,200",55,28,"2,755"
1,38,1,1,1,6,acept,furnished,632,"2,341",0,9,"2,982"
1,30,1,1,0,3,acept,furnished,400,"2,850",0,37,"3,287"
0,500,4,7,4,-,acept,not furnished,500,"5,900",775,89,"7,264"
1,215,3,1,3,-,acept,not furnished,0,"7,000",417,106,"7,523"
1,50,1,1,1,1,not acept,furnished,540,"2,900",0,37,"3,477"
1,500,7,7,8,-,not acept,furnished,Sem info,"9,000","1,667",136,"10,800"
1,17,1,1,0,1,acept,not furnished,0,"2,700",5,35,"2,740"
1,101,3,2,1,18,acept,not furnished,890,"1,700",22,22,"2,634"
1,87,2,3,0,13,acept,not furnished,"1,250","4,200",109,54,"5,613"
1,72,2,1,1,4,acept,not furnished,650,"1,000",12,13,"1,675"
1,123,3,3,2,14,acept,not furnished,"1,100","3,100",367,40,"4,607"
1,70,2,1,1,1,acept,not furnished,280,"1,000",138,13,"1,431"
0,40,1,1,0,8,not acept,not furnished,327,595,12,8,942
0,47,1,1,1,12,acept,not furnished,"1,500",650,0,9,"2,159"
1,115,4,3,4,1,acept,furnished,"1,133","7,000",0,89,"8,222"
1,36,1,1,1,1,acept,not furnished,450,"2,344",0,9,"2,803"
1,340,4,4,3,14,not acept,not furnished,"5,000","5,000","1,084",64,"11,150"
1,200,3,4,2,-,acept,not furnished,0,"6,500",209,98,"6,807"
1,150,3,3,1,3,not acept,not furnished,"2,229","4,500",484,58,"7,271"
1,98,3,3,2,1,acept,furnished,"1,975","2,970",459,38,"5,442"
1,300,4,3,2,13,acept,furnished,"2,600","8,500",524,108,"11,730"
1,35,1,1,1,14,not acept,not furnished,450,"2,700",0,35,"3,185"
1,63,3,2,1,8,acept,not furnished,440,"3,300",10,42,"3,792"
1,150,3,2,1,6,not acept,not furnished,"1,246","5,500",0,70,"6,816"
1,170,3,3,2,-,acept,not furnished,0,"4,850",334,73,"5,257"
0,110,3,3,2,-,acept,not furnished,560,"3,200",88,49,"3,897"
1,55,2,1,1,4,not acept,furnished,350,"2,450",237,32,"3,069"
1,47,1,1,0,-,not acept,not furnished,100,"1,000",76,13,"1,189"
1,80,1,1,1,-,acept,not furnished,0,"1,150",75,18,"1,243"
1,65,2,2,2,7,acept,furnished,"1,037","4,000",245,51,"5,333"
0,35,1,1,1,-,not acept,furnished,Sem info,"1,000",0,16,"1,016"
1,100,2,2,0,-,acept,not furnished,0,"1,765",0,27,"1,792"
1,540,4,7,5,11,acept,not furnished,"4,922","15,000","3,565",191,"23,680"
0,47,1,1,0,7,acept,not furnished,463,"1,000",17,13,"1,493"
1,272,5,5,2,-,acept,not furnished,0,"11,000",917,166,"12,080"
1,90,3,3,1,11,acept,not furnished,"1,347","4,650",241,59,"6,297"
1,83,2,2,1,3,acept,furnished,620,"2,300",119,30,"3,069"
1,35,1,1,0,5,acept,not furnished,270,"1,300",0,17,"1,587"
1,260,4,4,4,-,acept,not furnished,0,"14,000","1,834",211,"16,050"
1,130,3,2,2,-,acept,not furnished,0,"5,100",183,77,"5,360"
1,218,4,4,3,10,acept,furnished,"2,347","8,400","1,105",107,"11,960"
1,20,1,1,0,1,not acept,furnished,Incluso,"2,060",0,27,"2,087"
1,70,2,2,2,5,not acept,not furnished,990,"2,500",71,32,"3,593"
1,400,4,3,3,-,acept,not furnished,0,"7,000",900,106,"8,006"
1,60,1,2,1,2,acept,not furnished,"1,155","4,000",112,51,"5,318"
1,240,4,4,4,26,acept,not furnished,"3,250","13,000","1,121",165,"17,540"
1,245,3,4,3,10,acept,not furnished,"2,900","14,000",917,178,"18,000"
1,140,3,2,1,-,acept,furnished,Sem info,"8,200",0,124,"8,324"
1,120,2,2,0,1,acept,not furnished,300,"3,600",120,46,"4,066"
1,110,3,3,2,4,not acept,not furnished,"1,200","3,900",484,50,"5,634"
1,42,1,1,1,4,not acept,furnished,660,"4,400",41,56,"5,157"
1,300,2,3,2,5,acept,furnished,"3,500","10,500",0,134,"14,130"
1,50,2,2,1,10,acept,not furnished,400,"1,900",0,25,"2,325"
1,110,4,3,3,1,not acept,furnished,"1,650","2,230",567,29,"4,476"
1,72,2,2,1,12,acept,not furnished,678,"2,406",0,10,"3,094"
1,130,3,4,4,-,acept,not furnished,"1,100","3,280",484,50,"4,914"
1,170,2,2,1,8,acept,not furnished,"2,700","2,000",250,26,"4,976"
0,38,1,1,0,5,not acept,not furnished,440,892,17,12,"1,361"
1,138,3,3,3,-,acept,furnished,0,"3,900",145,59,"4,104"
0,45,1,1,1,9,not acept,furnished,492,"1,900",83,25,"2,500"
1,230,3,6,5,18,acept,furnished,"2,200","11,050","1,500",141,"14,890"
0,206,5,3,2,-,acept,not furnished,Incluso,"3,500",189,53,"3,742"
1,135,3,3,2,7,not acept,not furnished,"1,500","13,800",375,175,"15,850"
1,300,2,2,0,-,acept,furnished,0,"3,500",292,53,"3,845"
1,25,1,1,0,3,acept,not furnished,450,"1,650",30,21,"2,151"
1,200,1,2,0,-,acept,not furnished,0,"8,000",700,121,"8,821"
1,150,3,3,2,7,acept,not furnished,"1,300","3,400",200,44,"4,944"
1,54,2,2,1,6,acept,not furnished,954,"2,800",199,36,"3,989"
1,82,3,2,2,4,not acept,not furnished,860,"2,600",209,33,"3,702"
1,84,2,2,0,1,acept,furnished,850,"6,000",250,77,"7,177"
1,200,1,3,2,-,not acept,not furnished,Incluso,"3,000",321,46,"3,367"
1,230,4,3,1,2,not acept,not furnished,"2,400","3,600",464,46,"6,510"
1,56,2,1,0,-,acept,not furnished,200,"1,400",0,10,"1,610"
1,50,1,1,0,1,acept,not furnished,150,"1,294",0,6,"1,450"
1,163,4,4,3,2,not acept,furnished,"2,300","9,500","1,000",121,"12,920"
1,35,1,1,1,12,not acept,furnished,"1,170","2,200",242,28,"3,640"
1,120,3,3,2,-,acept,not furnished,0,"2,750",125,42,"2,917"
0,60,1,1,0,3,acept,not furnished,250,"1,300",75,17,"1,642"
1,54,2,1,1,8,acept,not furnished,630,"1,550",84,20,"2,284"
1,250,5,4,3,-,acept,not furnished,Sem info,"3,680",666,56,"4,402"
1,50,2,1,1,9,acept,not furnished,410,"1,998",43,26,"2,477"
1,300,2,1,2,-,acept,not furnished,Incluso,"2,800",350,43,"3,193"
0,130,3,2,1,-,acept,not furnished,0,"1,300",250,20,"1,570"
1,120,3,2,1,18,acept,not furnished,"1,150","5,300",167,68,"6,685"
1,89,2,2,0,7,acept,furnished,428,"3,900",5,50,"4,383"
0,69,3,2,2,11,acept,not furnished,582,"2,000",142,26,"2,750"
1,55,1,1,0,-,acept,not furnished,0,"1,650",0,25,"1,675"
1,110,3,2,1,-,acept,not furnished,Sem info,"3,200",0,49,"3,249"
1,50,2,1,1,2,not acept,furnished,399,"1,650",0,21,"2,070"
0,80,3,1,1,1,acept,not furnished,380,"1,328",50,10,"1,768"
1,66,2,2,1,23,acept,not furnished,360,"2,583",0,10,"2,953"
1,180,3,4,3,12,acept,not furnished,"2,047","2,200",902,28,"5,177"
1,135,2,3,1,22,acept,not furnished,"1,415","6,500",339,83,"8,337"
1,74,2,1,1,5,acept,not furnished,569,"2,024",71,8,"2,672"
1,56,2,1,1,6,acept,not furnished,680,"2,200",11,28,"2,919"
0,40,1,1,1,6,acept,not furnished,600,650,35,9,"1,294"
1,86,3,2,2,6,acept,furnished,800,"3,100",203,40,"4,143"
1,70,2,2,0,-,not acept,not furnished,Incluso,"1,500",0,23,"1,523"
1,30,1,1,0,1,acept,not furnished,50,"1,150",50,15,"1,265"
1,438,5,6,5,-,not acept,not furnished,0,"12,000",817,181,"13,000"
0,72,2,1,2,16,acept,not furnished,730,"1,200",89,16,"2,035"
1,66,1,1,1,10,not acept,furnished,762,"3,500",65,45,"4,372"
0,70,2,1,1,4,acept,not furnished,452,"1,000",42,13,"1,507"
1,1000,4,7,4,10,acept,furnished,"6,000","15,000","4,900",191,"26,090"
0,380,4,6,6,-,not acept,not furnished,0,"4,100",269,62,"4,431"
0,248,3,4,4,2,acept,not furnished,"2,648","8,000",667,102,"11,420"
1,109,3,1,1,1,acept,not furnished,"1,200","2,800",145,36,"4,181"
0,135,3,2,2,3,acept,not furnished,"1,100","2,400",92,31,"3,623"
1,54,2,2,1,4,acept,not furnished,954,"2,800",199,36,"3,989"
1,170,3,3,2,-,acept,not furnished,0,"2,750",100,42,"2,892"
1,45,1,1,2,12,acept,furnished,530,"3,350",0,43,"3,923"
1,180,3,4,3,7,acept,furnished,"2,420","4,500",680,58,"7,658"
0,51,2,1,0,2,acept,not furnished,271,980,21,13,"1,285"
1,166,3,2,2,2,acept,not furnished,"2,124","7,000",882,89,"10,100"
1,350,4,4,4,-,acept,not furnished,0,"13,000","1,417",196,"14,610"
0,63,2,1,1,1,acept,not furnished,498,870,90,12,"1,470"
1,73,2,2,1,11,acept,not furnished,700,"1,250",150,16,"2,116"
1,126,3,4,3,4,acept,not furnished,"1,560","4,000","1,021",51,"6,632"
1,87,2,2,1,5,acept,not furnished,"2,100","2,975",117,38,"5,230"
1,171,3,5,3,16,acept,not furnished,"1,320","10,600",870,135,"12,930"
1,65,3,2,1,10,not acept,not furnished,587,"3,250",113,42,"3,992"
1,63,2,1,2,12,acept,not furnished,"1,200","5,500",220,70,"6,990"
1,59,2,2,1,6,acept,not furnished,500,"2,500",75,32,"3,107"
1,70,2,1,0,-,not acept,not furnished,0,"1,210",59,19,"1,288"
1,90,2,1,1,-,acept,not furnished,0,"2,735",19,42,"2,796"
1,35,2,1,0,11,acept,not furnished,568,"2,399",0,31,"2,998"
1,30,1,1,1,3,acept,furnished,700,"3,300",9,42,"4,051"
1,61,1,2,2,1,not acept,furnished,"2,200","4,000",250,51,"6,501"
0,54,1,1,1,5,acept,furnished,751,"2,350",127,30,"3,258"
1,32,1,1,1,23,acept,not furnished,"1,800","2,000",416,26,"4,242"
0,90,3,2,1,3,acept,not furnished,920,"1,300",129,17,"2,366"
1,93,2,1,1,4,not acept,furnished,985,"5,500",110,70,"6,665"
0,44,1,1,0,4,acept,not furnished,417,520,23,7,967
1,220,4,4,4,10,acept,not furnished,"2,200","5,500",832,70,"8,602"
1,100,2,2,0,-,acept,not furnished,0,"2,500",220,38,"2,758"
1,55,2,2,1,17,not acept,not furnished,700,"1,800",0,26,"2,526"
1,100,2,3,1,7,not acept,furnished,"1,149","4,930",266,63,"6,408"
1,35,1,1,1,5,acept,furnished,815,"3,200",149,41,"4,205"
1,60,2,2,1,14,not acept,furnished,916,"5,650",59,72,"6,697"
1,162,3,4,0,-,acept,not furnished,0,"3,200",267,49,"3,516"
1,165,4,3,2,-,acept,not furnished,Sem info,"5,000",46,76,"5,122"
1,97,2,3,2,11,acept,furnished,700,"2,820",167,36,"3,723"
0,55,1,1,0,7,acept,not furnished,480,"1,200",50,16,"1,746"
1,230,3,3,3,6,not acept,not furnished,"2,100","10,500",792,134,"13,530"
1,77,2,2,1,8,acept,not furnished,840,"3,260",34,42,"4,176"
1,42,1,1,1,4,not acept,not furnished,"1,200","2,350",151,30,"3,731"
1,180,3,3,1,-,not acept,not furnished,Incluso,"3,000",117,46,"3,163"
1,50,2,1,1,15,acept,not furnished,650,"1,300",34,17,"2,001"
1,200,5,2,3,-,acept,not furnished,0,"4,800",300,73,"5,173"
1,290,6,3,4,-,acept,not furnished,0,"8,000","1,525",121,"9,646"
1,49,1,1,0,12,not acept,furnished,443,"3,800",89,49,"4,381"
1,38,1,1,1,16,acept,furnished,"1,100","2,863",0,37,"4,000"
1,280,4,6,3,8,acept,not furnished,"4,500","4,800","1,500",61,"10,860"
1,68,2,2,0,6,not acept,furnished,630,"6,443",20,82,"7,175"
1,70,2,3,1,16,acept,not furnished,"1,100","1,500",292,20,"2,912"
0,280,4,3,3,-,acept,not furnished,0,"2,167",169,33,"2,369"
1,140,3,2,3,13,acept,furnished,"1,100","8,000",167,102,"9,369"
1,225,4,3,2,-,acept,not furnished,0,"3,400",132,52,"3,584"
1,70,2,1,2,-,not acept,not furnished,0,"1,400",85,22,"1,507"
1,81,3,1,1,3,acept,not furnished,900,"2,800",142,36,"3,878"
1,19,1,1,0,-,not acept,not furnished,0,"1,200",41,16,"1,257"
1,233,4,5,4,7,acept,furnished,"3,240","11,000",92,140,"14,470"
1,43,2,1,1,1,not acept,not furnished,750,"1,375",17,18,"2,160"
1,50,1,1,0,-,not acept,not furnished,Incluso,"1,200",0,19,"1,219"
1,54,1,1,1,13,not acept,furnished,679,"5,000",359,64,"6,102"
1,50,1,1,1,6,acept,furnished,"1,000","1,884",0,11,"2,895"
1,336,4,4,6,-,acept,not furnished,0,"7,677",950,116,"8,743"
1,208,3,3,3,4,acept,furnished,"2,490","15,000","1,200",191,"18,880"
1,150,2,2,2,-,acept,not furnished,0,"6,000",667,91,"6,758"
0,200,3,2,3,-,acept,not furnished,0,"3,000",125,46,"3,171"
1,200,2,3,2,1,acept,furnished,"1,700","15,000",667,191,"17,560"
1,40,2,1,0,3,acept,not furnished,80,"1,275",87,17,"1,459"
1,35,1,1,0,-,acept,not furnished,0,"1,150",30,15,"1,195"
1,35,1,1,0,-,acept,not furnished,0,900,11,14,925
1,90,3,2,2,3,acept,furnished,980,"2,500",0,11,"3,491"
1,300,3,2,5,-,acept,not furnished,0,"11,500","2,000",173,"13,670"
1,520,3,4,8,-,not acept,not furnished,0,"10,000","1,008",151,"11,160"
1,180,3,4,4,22,acept,not furnished,"1,545","12,000",818,153,"14,520"
1,160,3,1,2,-,acept,not furnished,0,"5,000",225,76,"5,301"
1,72,2,2,1,-,acept,not furnished,700,"3,536",0,28,"4,264"
1,43,1,1,0,5,acept,furnished,"1,195",680,220,9,"2,104"
1,120,3,2,2,-,acept,not furnished,0,"6,400",547,97,"7,044"
1,70,2,1,0,-,acept,not furnished,0,"1,300",70,20,"1,390"
1,86,3,2,1,7,acept,not furnished,890,"2,500",84,32,"3,506"
1,67,2,2,2,1,acept,not furnished,618,"2,372",0,8,"2,998"
1,37,1,1,1,21,acept,not furnished,540,"4,000",50,51,"4,641"
1,350,3,5,5,-,acept,not furnished,0,"5,500",675,83,"6,258"
0,70,1,1,2,-,acept,not furnished,0,"1,450",5,22,"1,477"
1,159,2,2,2,12,acept,not furnished,"2,078","7,000",505,89,"9,672"
1,220,6,2,2,-,acept,not furnished,0,"4,500",125,68,"4,693"
1,70,3,1,1,10,not acept,not furnished,500,"1,650",0,21,"2,171"
1,164,4,4,2,6,not acept,not furnished,"2,159","5,000",386,64,"7,609"
1,190,3,3,1,8,acept,furnished,"2,173","8,000",600,102,"10,880"
1,190,3,2,2,9,acept,not furnished,"1,700","5,700",492,73,"7,965"
1,35,1,1,0,15,acept,not furnished,300,"1,500",0,20,"1,820"
0,110,3,3,2,-,acept,not furnished,560,"3,200",88,49,"3,897"
1,65,3,2,1,2,acept,furnished,"1,000","3,200",245,41,"4,486"
